Area,Body type:,Brand:,Condition:,Engine capacity:,Fuel type:,Kilometers run:,Listing Title,Model:,Posted On,Price,Registration year:,Sold By,Subarea,Transmission:,Trim / Edition:,URL,Views,Year of Manufacture:
"Dhaka
257
views",Estate,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","43,458 km",Toyota Corolla WXB HB PEARL COLOR 2020,Corolla,28/07/2025 11:01,"Tk 3,270,000",,Company,Baridhara,Automatic,WXB HB PEARL COLOR,https://bikroy.com/en/ad/toyota-corolla-wxb-hb-pearl-color-2020-for-sale-dhaka-3,257,2020
"Dhaka
412
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane",8 km,Toyota Corolla Cross Z LEATHER GREY COLOR 2025,Corolla Cross,28/07/2025 11:01,"Tk 5,810,000",,Company,Baridhara,Automatic,Z LEATHER GREY COLOR,https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-grey-color-2025-for-sale-dhaka,412,2025
"Dhaka
219
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","46,550 km",Toyota Axio EX PKG HYBRID SILVER 2020,Axio,28/07/2025 11:01,"Tk 2,840,000",,Company,Baridhara,Automatic,EX PKG HYBRID SILVER,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-silver-2020-for-sale-dhaka-18,219,2020
"Dhaka
292
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","41,550 km",Toyota Axio EX PKG HYBRID WHITE 2020,Axio,28/07/2025 11:01,"Tk 2,790,000",,Company,Baridhara,Automatic,EX PKG HYBRID WHITE,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-white-2020-for-sale-dhaka-4,292,2020
Dhaka,Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","49,295 km",Toyota Axio EX PKG HYBRID WHITE 2020,Axio,28/07/2025 11:01,"Tk 2,830,000",,Company,Baridhara,Automatic,EX PKG HYBRID WHITE,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-white-2020-for-sale-dhaka-5,,2020
"Dhaka
321
views",Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"106,795 km",Toyota Axio EX PKG WHITE COLOR 2020,Axio,28/07/2025 11:01,"Tk 2,960,000",,Company,Baridhara,Automatic,EX PKG WHITE COLOR,https://bikroy.com/en/ad/toyota-axio-ex-pkg-white-color-2020-for-sale-dhaka,321,2020
"Dhaka
276
views",Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"77,510 km",Toyota Axio EX PKG SILVER COLOR 2020,Axio,28/07/2025 11:01,"Tk 3,070,000",,Company,Baridhara,Automatic,EX PKG SILVER COLOR,https://bikroy.com/en/ad/toyota-axio-ex-pkg-silver-color-2020-for-sale-dhaka,276,2020
"Dhaka
314
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","27,065 km",Toyota Axio EX PKG HYBRID WHITE 2020,Axio,28/07/2025 11:01,"Tk 2,820,000",,Company,Baridhara,Automatic,EX PKG HYBRID WHITE,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-white-2020-for-sale-dhaka-3,314,2020
"Dhaka
292
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","31,535 km",Toyota Axio EX PKG HYBRID WHITE 2020,Axio,28/07/2025 11:01,"Tk 2,780,000",,Company,Baridhara,Automatic,EX PKG HYBRID WHITE,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-white-2020-for-sale-dhaka-2,292,2020
Dhaka,Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","44,505 km",Toyota Axio EX PKG HYBRID SILVER 2020,Axio,28/07/2025 11:01,"Tk 2,780,000",,Company,Baridhara,Automatic,EX PKG HYBRID SILVER,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-silver-2020-for-sale-dhaka-17,,2020
"Dhaka
195
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","54,811 km",Toyota Axio EX PKG HYBRID SILVER 2020,Axio,28/07/2025 11:01,"Tk 2,770,000",,Company,Baridhara,Automatic,EX PKG HYBRID SILVER,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-silver-2020-for-sale-dhaka-19,195,2020
"Dhaka
224
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","41,930 km",Toyota Axio EX PKG HYBRID WHITE 2020,Axio,28/07/2025 11:01,"Tk 2,820,000",,Company,Baridhara,Automatic,EX PKG HYBRID WHITE,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-white-2020-for-sale-dhaka-6,224,2020
"Dhaka
450
views",Hatchback,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","42,115 km",Toyota C-HR S GR PKG TWIN COLOR 2020,C-HR,28/07/2025 11:01,"Tk 3,680,000",,Company,Baridhara,Automatic,S GR PKG TWIN COLOR,https://bikroy.com/en/ad/toyota-c-hr-s-gr-pkg-twin-color-2020-for-sale-dhaka,450,2020
"Dhaka
323
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","59,910 km",Toyota Axio EX PKG HYBRID SILVER 2020,Axio,28/07/2025 11:01,"Tk 2,690,000",,Company,Baridhara,Automatic,EX PKG HYBRID SILVER,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-silver-2020-for-sale-dhaka-13,323,2020
"Dhaka
325
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","46,820 km",Toyota Axio EX PKG HYBRID SILVER 2020,Axio,28/07/2025 11:01,"Tk 2,760,000",,Company,Baridhara,Automatic,EX PKG HYBRID SILVER,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-silver-2020-for-sale-dhaka-15,325,2020
"Dhaka
284
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","52,295 km",Toyota Axio EX PKG HYBRID SILVER 2020,Axio,28/07/2025 11:01,"Tk 2,830,000",,Company,Baridhara,Automatic,EX PKG HYBRID SILVER,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-silver-2020-for-sale-dhaka-12,284,2020
"Dhaka
238
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","50,892 km",Toyota Axio EX PKG HYBRID SILVER 2020,Axio,28/07/2025 11:01,"Tk 2,530,000",,Company,Baridhara,Automatic,EX PKG HYBRID SILVER,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-silver-2020-for-sale-dhaka-14,238,2020
Dhaka,Hatchback,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","67,645 km",Toyota Yaris X PKG TWIN COLOR 2020,Yaris,28/07/2025 11:01,"Tk 3,370,000",,Company,Baridhara,Automatic,X PKG TWIN COLOR,https://bikroy.com/en/ad/toyota-yaris-x-pkg-twin-color-2020-for-sale-dhaka,,2020
"Dhaka
498
views",Hatchback,Toyota,Reconditioned,"1,500 cc",Hybrid,"17,180 km","Toyota Yaris Cross Z PKG, GOLDEN COLOR 2020",Yaris Cross,28/07/2025 11:01,"Tk 3,430,000",,Company,Baridhara,Automatic,"Z PKG, GOLDEN COLOR",https://bikroy.com/en/ad/toyota-yaris-cross-z-pkg-golden-color-2020-for-sale-dhaka,498,2020
"Dhaka
420
views",MPV,Toyota,Reconditioned,"1,800 cc",Hybrid,"88,090 km",Toyota Esquire GI PREM.PEARL COLOR 2020,Esquire,28/07/2025 11:01,"Tk 3,940,000",,Company,Baridhara,Automatic,GI PREM.PEARL COLOR,https://bikroy.com/en/ad/toyota-esquire-gi-prempearl-color-2020-for-sale-dhaka-3,420,2020
"Dhaka
307
views",Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"47,398 km",Toyota Allion A15 PKG WHITE COLOR 2019,Allion,28/07/2025 11:01,"Tk 3,720,000",,Company,Baridhara,Automatic,A15 PKG WHITE COLOR,https://bikroy.com/en/ad/toyota-allion-a15-pkg-white-color-2019-for-sale-dhaka,307,2019
"Dhaka
443
views",MPV,Toyota,Reconditioned,"1,800 cc",Hybrid,"51,780 km",Toyota Voxy S-G PKG PEARL COLOR 2022,Voxy,28/07/2025 11:01,"Tk 4,450,000",,Company,Baridhara,Automatic,S-G PKG PEARL COLOR,https://bikroy.com/en/ad/toyota-voxy-s-g-pkg-pearl-color-2022-for-sale-dhaka-1,443,2022
"Dhaka
428
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","39,051 km",Toyota Prius S PKG BLACK COLOR 2019,Prius,28/07/2025 11:01,"Tk 3,010,000",,Company,Baridhara,Automatic,S PKG BLACK COLOR,https://bikroy.com/en/ad/toyota-prius-s-pkg-black-color-2019-for-sale-dhaka-4,428,2019
Dhaka,MPV,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","86,980 km",Toyota Esquire GI PREM.PEARL COLOR 2020,Esquire,28/07/2025 11:01,"Tk 3,920,000",,Company,Baridhara,Automatic,GI PREM.PEARL COLOR,https://bikroy.com/en/ad/toyota-esquire-gi-prempearl-color-2020-for-sale-dhaka,,2020
"Dhaka
328
views",MPV,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","69,455 km",Toyota Esquire GI PREM.PEARL COLOR 2020,Esquire,28/07/2025 11:01,"Tk 4,160,000",,Company,Baridhara,Automatic,GI PREM.PEARL COLOR,https://bikroy.com/en/ad/toyota-esquire-gi-prempearl-color-2020-for-sale-dhaka-1,328,2020
Dhaka,Hatchback,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","23,930 km",Toyota Yaris Cross X PKG PEARL COLOR 2020,Yaris Cross,28/07/2025 11:01,"Tk 3,370,000",,Company,Baridhara,Automatic,X PKG PEARL COLOR,https://bikroy.com/en/ad/toyota-yaris-cross-x-pkg-pearl-color-2020-for-sale-dhaka,,2020
"Dhaka
328
views",MPV,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","62,890 km",Toyota Esquire GI PREM.BLACK COLOR 2020,Esquire,28/07/2025 11:01,"Tk 3,990,000",,Company,Baridhara,Automatic,GI PREM.BLACK COLOR,https://bikroy.com/en/ad/toyota-esquire-gi-premblack-color-2020-for-sale-dhaka,328,2020
Dhaka,Hatchback,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","48,470 km",Toyota C-HR G MODE BLACK COLOR 2019,C-HR,28/07/2025 11:01,"Tk 3,270,000",,Company,Baridhara,Automatic,G MODE BLACK COLOR,https://bikroy.com/en/ad/toyota-c-hr-g-mode-black-color-2019-for-sale-dhaka-1,,2019
"Dhaka
330
views",Hatchback,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","42,015 km",Toyota C-HR S GR SPORT TWIN 2020,C-HR,28/07/2025 11:01,"Tk 3,680,000",,Company,Baridhara,Automatic,S GR SPORT TWIN,https://bikroy.com/en/ad/toyota-c-hr-s-gr-sport-twin-2020-for-sale-dhaka,330,2020
"Dhaka
579
views",MPV,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","33,335 km",Toyota Sienta G SAFETY PKG RED 2020,Sienta,28/07/2025 11:01,"Tk 3,030,000",,Company,Baridhara,Automatic,G SAFETY PKG RED,https://bikroy.com/en/ad/toyota-sienta-g-safety-pkg-red-2020-for-sale-dhaka,579,2020
"Dhaka
352
views",Hatchback,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","39,040 km",Toyota C-HR G PKG RED COLOR 2020,C-HR,28/07/2025 11:01,"Tk 3,620,000",,Company,Baridhara,Automatic,G PKG RED COLOR,https://bikroy.com/en/ad/toyota-c-hr-g-pkg-red-color-2020-for-sale-dhaka-1,352,2020
"Dhaka
524
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","17,175 km",Toyota Yaris Z PKG GOLDEN COLOR 2020,Yaris,28/07/2025 11:01,"Tk 3,420,000",,Company,Baridhara,Automatic,Z PKG GOLDEN COLOR,https://bikroy.com/en/ad/toyota-yaris-z-pkg-golden-color-2020-for-sale-dhaka,524,2020
Dhaka,Hatchback,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","51,475 km",Toyota Yaris X PKG GOLDEN COLOR 2020,Yaris,28/07/2025 11:01,"Tk 3,370,000",,Company,Baridhara,Automatic,X PKG GOLDEN COLOR,https://bikroy.com/en/ad/toyota-yaris-x-pkg-golden-color-2020-for-sale-dhaka,,2020
"Dhaka
532
views",SUV / 4x4,Toyota,Reconditioned,"2,000 cc",Octane,"46,710 km",Toyota Harrier PRE.STYLE PEARL N.HB 2020,Harrier,28/07/2025 11:01,"Tk 6,850,000",,Company,Baridhara,Automatic,PRE.STYLE PEARL N.HB,https://bikroy.com/en/ad/toyota-harrier-prestyle-pearl-nhb-2020-for-sale-dhaka,532,2020
"Dhaka
562
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","73,265 km",Toyota Prius A PKG GREY COLOR 2020,Prius,28/07/2025 11:01,"Tk 3,280,000",,Company,Baridhara,Automatic,A PKG GREY COLOR,https://bikroy.com/en/ad/toyota-prius-a-pkg-grey-color-2020-for-sale-dhaka-1,562,2020
"Dhaka
605
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","63,270 km",Toyota Prius A PKG PEARL COLOR 2020,Prius,28/07/2025 11:01,"Tk 3,720,000",,Company,Baridhara,Automatic,A PKG PEARL COLOR,https://bikroy.com/en/ad/toyota-prius-a-pkg-pearl-color-2020-for-sale-dhaka-5,605,2020
"Dhaka
548
views",SUV / 4x4,Toyota,Reconditioned,"2,000 cc",Octane,"48,910 km",Toyota Harrier PRO.MET OCTANE BLACK 2020,Harrier,28/07/2025 11:01,"Tk 7,320,000",,Company,Baridhara,Automatic,PRO.MET OCTANE BLACK,https://bikroy.com/en/ad/toyota-harrier-promet-octane-black-2020-for-sale-dhaka-1,548,2020
"Dhaka
533
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","66,495 km",Toyota Prius STOURING PEARL COLOR 2020,Prius,28/07/2025 11:01,"Tk 3,520,000",,Company,Baridhara,Automatic,STOURING PEARL COLOR,https://bikroy.com/en/ad/toyota-prius-stouring-pearl-color-2020-for-sale-dhaka,533,2020
"Dhaka
517
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","40,615 km",Toyota Prius ATOURING PEARL COLOR 2020,Prius,28/07/2025 11:01,"Tk 3,510,000",,Company,Baridhara,Automatic,ATOURING PEARL COLOR,https://bikroy.com/en/ad/toyota-prius-atouring-pearl-color-2020-for-sale-dhaka,517,2020
"Dhaka
578
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","54,975 km",Toyota Prius S SAFETY PEARL COLOR 2020,Prius,28/07/2025 11:01,"Tk 3,250,000",,Company,Baridhara,Automatic,S SAFETY PEARL COLOR,https://bikroy.com/en/ad/toyota-prius-s-safety-pearl-color-2020-for-sale-dhaka-2,578,2020
"Dhaka
517
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","71,225 km",Toyota Prius A PKG PEARL COLOR 2020,Prius,28/07/2025 11:01,"Tk 3,370,000",,Company,Baridhara,Automatic,A PKG PEARL COLOR,https://bikroy.com/en/ad/toyota-prius-a-pkg-pearl-color-2020-for-sale-dhaka-4,517,2020
"Dhaka
466
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","44,105 km",Toyota Prius S SFTY SILVER COLOR 2020,Prius,28/07/2025 11:01,"Tk 3,070,000",,Company,Baridhara,Automatic,S SFTY SILVER COLOR,https://bikroy.com/en/ad/toyota-prius-s-sfty-silver-color-2020-for-sale-dhaka,466,2020
"Dhaka
589
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","28,405 km",Toyota Prius A PKG PEARL COLOR 2020,Prius,28/07/2025 11:01,"Tk 3,830,000",,Company,Baridhara,Automatic,A PKG PEARL COLOR,https://bikroy.com/en/ad/toyota-prius-a-pkg-pearl-color-2020-for-sale-dhaka-6,589,2020
"Dhaka
6239
views",MPV,Toyota,Reconditioned,"1,500 cc",Hybrid,"35,781 km",Toyota Sienta G PKG HYBRID YELLOW 2020,Sienta,28/07/2025 11:01,"Tk 3,000,000",,Company,Baridhara,Automatic,G PKG HYBRID YELLOW,https://bikroy.com/en/ad/toyota-sienta-g-pkg-hybrid-yellow-2020-for-sale-dhaka,6239,2020
"Dhaka
463
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","24,330 km",Toyota Corolla Cross Z LEATHER PEARLCOLOR 2023,Corolla Cross,28/07/2025 11:01,"Tk 5,080,000",,Company,Baridhara,Automatic,Z LEATHER PEARLCOLOR,https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-pearlcolor-2023-for-sale-dhaka-1,463,2023
"Dhaka
377
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","41,255 km",Toyota Corolla Cross Z LEATHER BLK COLOR 2021,Corolla Cross,28/07/2025 11:01,"Tk 4,420,000",,Company,Baridhara,Automatic,Z LEATHER BLK COLOR,https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-blk-color-2021-for-sale-dhaka,377,2021
"Dhaka
487
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","37,570 km",Toyota Corolla Cross Z LEATHER PEARLCOLOR 2021,Corolla Cross,28/07/2025 11:01,"Tk 4,680,000",,Company,Baridhara,Automatic,Z LEATHER PEARLCOLOR,https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-pearlcolor-2021-for-sale-dhaka-1,487,2021
"Dhaka
513
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","34,105 km",Toyota Corolla Cross Z PKG BRONZE COLOR 2022,Corolla Cross,28/07/2025 11:01,"Tk 4,630,000",,Company,Baridhara,Automatic,Z PKG BRONZE COLOR,https://bikroy.com/en/ad/toyota-corolla-cross-z-pkg-bronze-color-2022-for-sale-dhaka,513,2022
"Dhaka
483
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane",10 km,Toyota Corolla Cross Z LEATHER PEARLCOLOR 2025,Corolla Cross,28/07/2025 11:01,"Tk 5,540,000",,Company,Baridhara,Automatic,Z LEATHER PEARLCOLOR,https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-pearlcolor-2025-for-sale-dhaka,483,2025
"Dhaka
465
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","36,170 km",Toyota Corolla Cross Z LEATHER RED COLOR 2022,Corolla Cross,28/07/2025 11:01,"Tk 4,620,000",,Company,Baridhara,Automatic,Z LEATHER RED COLOR,https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-red-color-2022-for-sale-dhaka,465,2022
"Dhaka
497
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","39,045 km",Toyota Prius S PKG BLACK COLOR 2019,Prius,28/07/2025 11:01,"Tk 3,020,000",,Company,Baridhara,Automatic,S PKG BLACK COLOR,https://bikroy.com/en/ad/toyota-prius-s-pkg-black-color-2019-for-sale-dhaka-3,497,2019
"Dhaka
643
views",Hatchback,Honda,Reconditioned,"1,500 cc",Octane,"34,779 km",Honda Vezel X SENSING BLK COLOR 2020,Vezel,28/07/2025 11:01,"Tk 3,300,000",,Company,Baridhara,Automatic,X SENSING BLK COLOR,https://bikroy.com/en/ad/honda-vezel-x-sensing-blk-color-2020-for-sale-dhaka,643,2020
"Dhaka
476
views",MPV,Toyota,Reconditioned,"2,000 cc",Octane,"42,776 km","Toyota Noah X PKG, OCTANE, PEARL 2019",Noah,28/07/2025 11:01,"Tk 3,700,000",,Company,Baridhara,Automatic,"X PKG, OCTANE, PEARL",https://bikroy.com/en/ad/toyota-noah-x-pkg-octane-pearl-2019-for-sale-dhaka,476,2019
"Dhaka
483
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","40,365 km",Toyota Corolla Cross Z LEATHER PEARLCOLOR 2022,Corolla Cross,28/07/2025 11:01,"Tk 4,840,000",,Company,Baridhara,Automatic,Z LEATHER PEARLCOLOR,https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-pearlcolor-2022-for-sale-dhaka,483,2022
"Dhaka
469
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","52,305 km",Toyota Axio EX PKG HYBRID SILVER 2020,Axio,28/07/2025 11:01,"Tk 2,790,000",,Company,Baridhara,Automatic,EX PKG HYBRID SILVER,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-silver-2020-for-sale-dhaka-8,469,2020
"Dhaka
447
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","46,815 km",Toyota Axio EX PKG HYBRID SILVER 2020,Axio,28/07/2025 11:01,"Tk 2,690,000",,Company,Baridhara,Automatic,EX PKG HYBRID SILVER,https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-silver-2020-for-sale-dhaka-11,447,2020
